type,pd_code,ed_code,pd_name,ed_name,electors,polled,rejected,valid,UNP,PA,JVP,TULF,SLMC,EPDP,SU,NLF,DPLF,IG.13,USP,NDP,IG.12,DLF,IG.19,ULF,IG.11,ESMS,IG.10,MULF,SMBP,JSP,PFF,LP,RJP,IG.07,DUNF,IG.02,SLPF,SLMK,IG.21,SLNF,IG.15,IG.03,IG.08,IG.04,IG.20,IG.06,IG.22,IG.01,IG.09,IG.17,SEP,IG.05,IG.18,IG.16,IG.14,Ind10,ELPP
ed,-,10,-,Jaffna,633457,197279,10681,186598,16245,0,242,102324,3364,57208,213,407,1454,0,410,0,0,2054,0,0,0,0,2677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,11,-,Vanni,218861,102361,7855,94506,26575,7831,683,41950,0,3404,89,324,9614,0,242,0,0,0,0,0,3712,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
ed,-,12,-,Batticaloa,282079,192383,13275,179108,22638,25705,119,86284,26725,4153,103,619,5601,0,0,0,6778,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,46,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
ed,-,13,-,Digamadulla,360497,297440,17225,280190,58468,65246,9502,48789,75257,5901,229,1165,0,15171,0,0,0,0,0,0,0,0,0,0,39,95,0,0,86,0,0,0,82,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,14,-,Trincomalee,212280,169567,8429,161138,62930,32997,6095,56121,0,1470,202,619,0,0,0,0,0,0,0,0,0,100,0,113,0,165,0,99,0,0,56,0,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0
ed,-,15,-,Kurunegala,1046102,826179,38451,787728,382768,332775,63652,0,0,0,2842,3194,0,0,0,0,0,0,0,746,0,148,0,0,0,134,0,200,44,0,412,0,41,89,0,42,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,16,-,Puttalam,426193,304847,14638,290209,146873,120981,18095,0,0,0,1545,1870,0,0,0,0,0,0,0,0,0,230,0,197,0,58,0,0,44,0,109,0,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0
ed,-,17,-,Anuradhapura,489776,379140,19796,359344,165055,149393,40005,0,0,0,625,3279,0,0,0,0,0,0,0,0,0,336,0,0,0,107,141,0,48,0,0,0,45,0,0,31,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0
ed,-,18,-,Polonnaruwa,240444,193351,11854,181497,86786,73679,18956,0,0,0,199,1517,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,21,0,109,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0
ed,-,19,-,Badulla,491288,400463,26626,373837,201173,138443,26820,0,0,0,1044,0,0,0,0,352,0,0,5578,0,0,0,0,0,0,0,0,0,276,0,0,0,68,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,20,-,Moneragala,247280,202971,15638,187333,80549,81805,21987,0,0,0,359,1745,0,0,0,0,0,0,0,215,0,0,0,0,0,0,91,84,0,0,0,0,25,0,0,49,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,21,-,Ratnapura,623506,520061,30483,489578,227202,212794,40377,0,0,0,1448,4589,0,0,1556,0,0,0,0,0,0,242,0,0,0,0,231,259,0,0,0,0,57,0,765,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,22,-,Kegalle,554698,444309,22669,421640,208104,170901,36711,0,0,0,2046,2514,0,0,0,0,0,0,0,0,0,399,0,0,144,85,161,185,0,0,0,0,48,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0
pd,01A,01,Colombo-North,Colombo,86842,62800,3352,59448,41052,11792,3098,2483,0,62,342,184,0,0,142,0,0,138,0,76,0,0,0,0,7,6,0,0,2,0,0,0,15,15,0,5,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0
pd,01B,01,Colombo-Central,Colombo,159417,112670,5700,106970,80318,19149,3883,1649,0,77,731,308,0,0,315,0,0,178,0,212,0,0,0,0,20,9,0,0,6,0,0,0,15,50,0,12,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0
pd,01C,01,Borella,Colombo,61373,42986,1598,41388,24349,12710,2872,244,0,19,785,135,0,0,64,0,0,85,0,57,0,0,0,0,22,4,0,0,3,0,0,0,3,12,0,2,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0
pd,01D,01,Colombo-East,Colombo,66736,47600,1855,45745,26636,11807,3613,2075,0,88,962,142,0,0,101,0,0,203,0,39,0,0,0,0,26,8,0,0,5,0,0,0,3,2,0,4,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0
pd,01E,01,Colombo-West,Colombo,41908,28248,959,27289,18020,4053,926,3499,0,58,396,83,0,0,43,0,0,129,0,32,0,0,0,0,9,2,0,0,2,0,0,0,2,10,0,1,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0
pd,01F,01,Dehiwala,Colombo,61222,45004,1448,43556,24219,12686,3786,1434,0,28,944,121,0,0,38,0,0,193,0,32,0,0,0,0,29,8,0,0,3,0,0,0,1,8,0,3,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0
pd,01G,01,Ratmalana,Colombo,67911,50278,1664,48614,23432,17344,5750,571,0,24,1014,180,0,0,52,0,0,132,0,36,0,0,0,0,33,9,0,0,1,0,0,0,2,8,0,2,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0
pd,01H,01,Kolonnawa,Colombo,102676,79175,2761,76414,37256,28465,8869,41,0,33,1001,236,0,0,120,0,0,182,0,76,0,0,0,0,55,7,0,0,3,0,0,0,5,19,0,4,0,0,0,0,0,0,0,2,0,0,18,0,0,0,0,0,0
pd,01I,01,Kotte,Colombo,74140,55582,1698,53884,27717,18573,5275,73,0,15,1694,155,0,0,46,0,0,202,0,40,0,0,0,0,32,11,0,0,4,0,0,0,2,12,0,5,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
pd,01J,01,Kaduwela,Colombo,135550,104930,3218,101712,43330,39238,16602,22,0,35,1541,284,0,0,117,0,0,302,0,95,0,0,0,0,43,19,0,0,5,0,0,0,5,11,0,9,0,0,0,0,0,0,0,4,0,0,20,0,0,0,0,0,0
pd,01K,01,Avissawella,Colombo,93630,73889,3324,70565,32784,29176,7121,11,0,54,515,335,0,0,93,0,0,271,0,98,0,0,0,0,35,14,0,0,6,0,0,0,7,7,0,1,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,0,0
pd,01L,01,Homagama,Colombo,127422,97531,3725,93806,39943,37389,14159,5,0,45,1229,385,0,0,92,0,0,347,0,102,0,0,0,0,37,9,0,0,6,0,0,0,7,4,0,6,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0
pd,01M,01,Maharagama,Colombo,114854,87108,2608,84500,35932,32800,12776,38,0,37,2106,272,0,0,67,0,0,298,0,54,0,0,0,0,44,8,0,0,6,0,0,0,7,5,0,5,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0
pd,01N,01,Kesbewa,Colombo,131571,102695,3356,99339,42260,37815,16045,10,0,25,2170,355,0,0,97,0,0,360,0,73,0,0,0,0,50,11,0,0,8,0,0,0,3,7,0,8,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0
pd,01O,01,Moratuwa,Colombo,115430,91438,3294,88144,42150,33627,9932,450,0,40,1161,255,0,0,111,0,0,227,0,72,0,0,0,0,36,12,0,0,5,0,0,0,4,4,0,4,0,0,0,0,0,0,0,3,0,0,31,0,0,0,0,0,0
pd,01P,01,Postal Votes - Colombo District,Colombo,0,17448,341,17107,7019,6777,2697,91,0,7,379,27,0,0,5,0,0,75,0,7,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
pd,02A,02,Wattala,Gampaha,92154,72640,2791,69849,37592,24651,6641,0,0,0,513,220,0,0,62,0,0,0,0,39,0,34,0,0,17,0,0,0,15,0,0,4,8,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02B,02,Negombo,Gampaha,85784,65417,3044,62373,35678,21811,4141,0,0,0,265,262,0,0,56,0,0,0,0,40,0,7,0,0,15,0,0,0,18,0,0,6,7,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02C,02,Katana,Gampaha,106508,86247,3158,83089,35075,39498,7388,0,0,0,548,296,0,0,60,0,0,0,0,53,0,16,0,0,16,0,0,0,25,0,0,6,7,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02D,02,Divulapitiya,Gampaha,87050,70265,2672,67593,31434,29656,5817,0,0,0,303,196,0,0,40,0,0,0,0,33,0,14,0,0,12,0,0,0,19,0,0,4,1,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02E,02,Mirigama,Gampaha,100833,78976,3330,75646,33405,31014,10143,0,0,0,462,284,0,0,73,0,0,0,0,62,0,7,0,0,38,0,0,0,33,0,0,9,4,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02F,02,Minuwangoda,Gampaha,103461,80810,2906,77904,32726,34348,9627,0,0,0,633,267,0,0,61,0,0,0,0,65,0,11,0,0,44,0,0,0,24,0,0,3,11,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02G,02,Attanagalla,Gampaha,106025,83306,3490,79816,29618,39531,9351,0,0,0,694,330,0,0,47,0,0,0,0,46,0,22,0,0,37,0,0,0,42,0,0,4,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02H,02,Gampaha,Gampaha,116768,91361,2909,88452,32479,41519,12791,0,0,0,1090,315,0,0,41,0,0,0,0,41,0,18,0,0,39,0,0,0,23,0,0,7,8,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02I,02,Ja-Ela,Gampaha,109799,86394,2524,83870,38219,34522,9856,0,0,0,708,282,0,0,58,0,0,0,0,56,0,13,0,0,21,0,0,0,26,0,0,8,10,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02J,02,Mahara,Gampaha,113172,88281,3158,85123,34904,37499,11262,0,0,0,831,303,0,0,66,0,0,0,0,41,0,21,0,0,39,0,0,0,35,0,0,6,6,14,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02K,02,Dompe,Gampaha,91467,72944,2569,70375,28707,33199,7558,0,0,0,337,291,0,0,45,0,0,0,0,62,0,17,0,0,22,0,0,0,18,0,0,7,11,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02L,02,Biyagama,Gampaha,93735,73998,2617,71381,32882,28778,8665,0,0,0,549,220,0,0,78,0,0,0,0,47,0,7,0,0,28,0,0,0,36,0,0,7,7,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02M,02,Kelaniya,Gampaha,79217,62063,2532,59531,27174,23419,7589,0,0,0,932,175,0,0,41,0,0,0,0,35,0,34,0,0,40,0,0,0,18,0,0,3,7,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02P,02,Postal Votes - Gampaha District,Gampaha,0,20715,487,20228,7396,9335,3161,0,0,0,240,47,0,0,8,0,0,0,0,3,0,5,0,0,21,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03A,03,Panadura,Kalutara,96487,76615,3655,72960,32013,29288,9435,0,0,0,1367,290,0,0,230,0,0,0,0,0,0,0,0,189,54,12,0,0,9,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03B,03,Bandaragama,Kalutara,98871,80467,3912,76555,33272,32966,8544,0,0,0,845,326,0,0,255,0,0,0,0,0,0,0,0,220,43,20,0,0,5,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03C,03,Horana,Kalutara,91968,75417,3779,71638,31462,31788,7013,0,0,0,476,346,0,0,215,0,0,0,0,0,0,0,0,201,28,12,0,0,8,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03D,03,Bulathsinhala,Kalutara,67795,54176,3730,50446,24592,20909,3976,0,0,0,215,201,0,0,242,0,0,0,0,0,0,0,0,200,7,13,0,0,6,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03E,03,Matugama,Kalutara,88182,68658,4472,64186,29290,25761,7697,0,0,0,552,283,0,0,271,0,0,0,0,0,0,0,0,212,12,22,0,0,6,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03F,03,Kalutara,Kalutara,95698,75316,3911,71405,32344,28693,8768,0,0,0,736,263,0,0,291,0,0,0,0,0,0,0,0,186,26,15,0,0,5,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03G,03,Beruwala,Kalutara,92658,74333,3903,70430,36709,25641,6581,0,0,0,455,321,0,0,358,0,0,0,0,0,0,0,0,260,6,17,0,0,9,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03H,03,Agalawatta,Kalutara,86105,67709,4963,62746,29734,25147,6599,0,0,0,297,318,0,0,292,0,0,0,0,0,0,0,0,216,23,16,0,0,3,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,03P,03,Postal Votes - Kalutara District,Kalutara,0,13545,292,13253,4923,6275,1838,0,0,0,160,21,0,0,8,0,0,0,0,0,0,0,0,9,5,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04A,04,Galagedara,Kandy,48642,36092,2032,34060,18180,13721,1688,0,0,0,119,214,0,0,0,0,0,0,0,0,0,32,0,50,8,3,10,0,2,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04B,04,Harispattuwa,Kandy,126815,97682,6813,90869,53249,28636,7496,0,0,0,595,503,0,0,0,0,0,0,0,0,0,83,0,128,22,17,28,0,16,0,0,0,7,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04C,04,Patha-Dumbara,Kandy,67327,45121,3069,42052,19461,19911,2071,0,0,0,187,270,0,0,0,0,0,0,0,0,0,50,0,40,5,6,7,0,2,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04D,04,Uda-Dumbara,Kandy,49524,37752,3946,33806,17477,14110,1695,0,0,0,55,290,0,0,0,0,0,0,0,0,0,62,0,33,4,12,23,0,1,0,0,0,1,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04E,04,Teldeniya,Kandy,37897,30014,2780,27234,13792,11276,1697,0,0,0,59,268,0,0,0,0,0,0,0,0,0,46,0,42,4,13,12,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04F,04,Kundasale,Kandy,70383,53300,3413,49887,26815,18908,3355,0,0,0,331,282,0,0,0,0,0,0,0,0,0,38,0,42,22,18,10,0,4,0,0,0,4,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04G,04,Hewaheta,Kandy,57850,28034,2230,25804,14055,10371,996,0,0,0,72,192,0,0,0,0,0,0,0,0,0,30,0,30,4,14,8,0,1,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04H,04,Senkadagala,Kandy,61677,46997,2252,44745,25140,15289,3254,0,0,0,653,219,0,0,0,0,0,0,0,0,0,24,0,35,29,34,10,0,2,0,0,0,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04I,04,Mahanuwara,Kandy,35351,26690,1152,25538,16764,6489,1551,0,0,0,551,89,0,0,0,0,0,0,0,0,0,12,0,13,14,22,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04J,04,Yatinuwara,Kandy,66518,51991,2512,49479,24871,20318,3243,0,0,0,508,344,0,0,0,0,0,0,0,0,0,36,0,50,12,38,15,0,1,0,0,0,3,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04K,04,Udunuwara,Kandy,65863,50811,3068,47743,28101,15990,2859,0,0,0,292,294,0,0,0,0,0,0,0,0,0,45,0,37,19,18,19,0,16,0,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04L,04,Gampola,Kandy,77854,57323,4338,52985,25089,24798,2168,0,0,0,228,467,0,0,0,0,0,0,0,0,0,41,0,75,22,28,27,0,6,0,0,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04M,04,Nawalapitiya,Kandy,72986,55233,3780,51453,22110,25630,2811,0,0,0,195,435,0,0,0,0,0,0,0,0,0,64,0,63,15,18,37,0,7,0,0,0,12,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04P,04,Postal Votes - Kandy District,Kandy,0,20639,718,19921,9193,8190,2262,0,0,0,195,38,0,0,0,0,0,0,0,0,0,5,0,3,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,05A,05,Dambulla,Matale,102302,76594,5225,71369,34066,29281,6958,0,0,0,0,649,0,0,0,0,0,0,0,130,0,36,0,0,0,27,24,55,10,0,0,0,0,45,0,12,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0
pd,05B,05,Laggala,Matale,56244,42541,2740,39801,16117,20938,2133,0,0,0,0,402,0,0,0,0,0,0,0,64,0,10,0,0,0,10,25,37,4,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
pd,05C,05,Matale,Matale,67034,49979,3106,46873,28478,15044,2816,0,0,0,0,306,0,0,0,0,0,0,0,85,0,31,0,0,0,13,15,23,5,0,0,0,0,15,0,11,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
pd,05D,05,Rattota,Matale,74026,56831,4253,52578,28088,20506,3179,0,0,0,0,453,0,0,0,0,0,0,0,85,0,60,0,0,0,17,39,37,9,0,0,0,0,21,0,9,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
pd,05P,05,Postal Votes - Matale District,Matale,0,7594,125,7469,3242,3230,977,0,0,0,0,14,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pd,06A,06,Nuwara-Eliya - Maskeliya,Nuwara-Eliya,228317,186408,14103,172305,130633,28734,4227,0,0,0,423,848,0,0,825,6206,0,122,0,0,0,0,0,0,0,60,25,0,0,0,0,0,8,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
pd,06B,06,Kotmale,Nuwara-Eliya,62232,49975,3638,46337,29549,14421,1508,0,0,0,66,243,0,0,153,310,0,22,0,0,0,0,0,0,0,23,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
pd,06C,06,Hanguranketa,Nuwara-Eliya,60044,47532,5211,42321,25631,13618,2502,0,0,0,60,242,0,0,125,28,0,23,0,0,0,0,0,0,0,23,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
pd,06D,06,Walapane,Nuwara-Eliya,66671,53450,5335,48115,26431,18582,2184,0,0,0,62,342,0,0,154,46,0,199,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
pd,06P,06,Postal Votes - Nuwara-Eliya District,Nuwara-Eliya,0,6107,86,6021,2913,2378,659,0,0,0,31,12,0,0,5,10,0,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07A,07,Balapitiya,Galle,47774,35836,1426,34410,16030,13956,3930,0,0,0,180,155,0,0,42,0,0,15,0,25,0,4,0,0,0,0,0,5,0,2,16,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07B,07,Ambalangoda,Galle,61813,49141,1942,47199,20295,20409,5761,0,0,0,228,282,0,0,44,0,0,16,0,31,0,10,0,0,0,0,6,16,0,3,24,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07C,07,Karandeniya,Galle,60273,46918,2012,44906,18632,18925,6718,0,0,0,114,240,0,0,45,0,0,9,0,46,0,11,0,0,0,0,3,29,0,5,30,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07D,07,Bentara-Elpitiya,Galle,78967,62884,2816,60068,25054,26732,7296,0,0,0,279,290,0,0,80,0,0,11,0,70,0,14,0,0,0,0,7,32,0,8,28,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07E,07,Hiniduma,Galle,83302,70518,3042,67476,29666,30151,6717,0,0,0,113,353,0,0,133,0,0,20,0,62,0,17,0,0,0,0,15,24,0,6,50,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07F,07,Baddegama,Galle,81026,66425,3928,62497,27446,28326,5714,0,0,0,153,350,0,0,103,0,0,38,0,62,0,13,0,0,0,0,11,30,0,10,43,0,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07G,07,Ratgama,Galle,71584,55401,2360,53041,22487,24018,5715,0,0,0,274,214,0,0,71,0,0,72,0,51,0,13,0,0,0,0,5,6,0,4,30,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07H,07,Galle,Galle,68949,51322,2006,49316,27516,15640,5263,0,0,0,407,94,0,0,69,0,0,217,0,27,0,5,0,0,0,0,4,9,0,2,11,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07I,07,Akmeemana,Galle,73397,59026,2456,56570,24798,25562,5426,0,0,0,253,213,0,0,84,0,0,37,0,37,0,16,0,0,0,0,8,13,0,4,32,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07J,07,Habaraduwa,Galle,71473,55090,2355,52735,21617,23508,6882,0,0,0,216,239,0,0,53,0,0,17,0,51,0,11,0,0,0,0,7,8,0,5,26,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,07P,07,Postal Votes - Galle District,Galle,0,13914,218,13696,5448,5704,2384,0,0,0,111,18,0,0,4,0,0,13,0,3,0,0,0,0,0,0,2,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08A,08,Deniyaya,Matara,77540,62453,4030,58423,26114,24399,6776,0,0,0,135,571,0,0,178,0,0,0,0,0,0,33,0,0,18,20,53,0,0,0,0,0,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08B,08,Hakmana,Matara,77929,60033,3878,56155,23457,24577,7094,0,0,0,177,511,0,0,162,0,0,0,0,0,0,21,0,0,11,26,28,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08C,08,Akuressa,Matara,79850,63899,3172,60727,25372,25294,9120,0,0,0,185,437,0,0,138,0,0,0,0,0,0,17,0,0,28,22,24,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,08D,08,Kamburupitiya,Matara,72590,55329,2795,52534,21992,23194,6479,0,0,0,223,384,0,0,91,0,0,0,0,0,0,20,0,0,25,13,27,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
