type,pd_code,ed_code,pd_name,ed_name,electors,polled,rejected,valid,UNP,UPFA,PLF,ITAK,SLMC,EPDP,ACMC,DP,BJP,AITC,CWC(,FSP,IG0.14,UPP,PP,TULF,EDF,ONF,USP,JSP,AITM,IG0.10,IG0.17,IG0.04,OWORS,NSSP,SLMP,NSU,UPF,ELPP,MJP,IG0.07,SEP,IG0.22,IG1.16,IG0.03,SLNF,IG0.15,IG1.17,IG0.01,IG0.09,IG1.01,IG0.06,IG1.02,IG0.12,IG1.12,IG0.19,TLP,DUA,IG0.08,IG1.15,IG0.20,IG0.21,IG0.13,IG0.05,SLLP,IG1.11,IG0.18,SLVP,DNM,IG1.13,IG0.02,IG3.12,MNA,IG0.16,IG0.11,IG2.12
pd,02A,2,Wattala,Gampaha,120471,91910,4392,87424,51011,30743,5141,0,0,0,0,315,77,0,0,55,0,41,0,0,0,0,0,6,0,0,0,0,2,10,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
pd,02B,2,Negombo,Gampaha,106213,75962,4191,71692,48517,18928,3902,0,0,0,0,221,14,0,0,35,0,37,0,0,0,0,0,5,0,0,0,0,6,9,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pd,02C,2,Katana,Gampaha,143885,108802,5522,103162,50393,45582,6662,0,0,0,0,297,102,0,0,41,0,31,0,0,0,0,0,17,0,0,0,0,8,8,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
pd,02D,2,Divulapitiya,Gampaha,108529,82203,3707,78450,35725,38471,3951,0,0,0,0,120,76,0,0,49,0,21,0,0,0,0,0,7,0,0,0,0,5,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
pd,02E,2,Mirigama,Gampaha,124679,91662,3997,87546,39794,41014,6255,0,0,0,0,248,106,0,0,25,0,38,0,0,0,0,0,32,0,0,0,0,6,4,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
pd,02F,2,Minuwangoda,Gampaha,132981,102001,4667,97232,43373,45898,7400,0,0,0,0,291,146,0,0,37,0,22,0,0,0,0,0,10,0,0,0,0,8,29,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
pd,02G,2,Attanagalla,Gampaha,133023,99885,4880,94855,42371,44926,6973,0,0,0,0,327,132,0,0,39,0,30,0,0,0,0,0,5,0,0,0,0,11,13,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
pd,02H,2,Gampaha,Gampaha,147280,111569,4457,106971,42585,53901,9754,0,0,0,0,356,154,0,0,111,0,30,0,0,0,0,0,19,0,0,0,0,12,28,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
pd,02I,2,Ja-Ela,Gampaha,143843,108301,4283,103838,51807,43051,8333,0,0,0,0,419,104,0,0,24,0,34,0,0,0,0,0,17,0,0,0,0,6,14,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
pd,02J,2,Mahara,Gampaha,149453,114112,4646,109386,45446,54362,8603,0,0,0,0,603,194,0,0,104,0,31,0,0,0,0,0,9,0,0,0,0,10,5,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
pd,02K,2,Dompe,Gampaha,115356,89256,3717,85484,35390,44925,4557,0,0,0,0,317,103,0,0,30,0,32,0,0,0,0,0,11,0,0,0,0,93,4,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02L,2,Biyagama,Gampaha,121702,95356,3737,91560,41232,42759,6742,0,0,0,0,444,212,0,0,82,0,38,0,0,0,0,0,16,0,0,0,0,6,7,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
pd,02M,2,Kelaniya,Gampaha,90122,68782,3024,65717,31501,28323,5206,0,0,0,0,427,169,0,0,31,0,21,0,0,0,0,0,22,0,0,0,0,6,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pd,02P,2,Postal Votes - Gampaha District,Gampaha,0,40846,1026,39802,17859,17075,4401,0,0,0,0,321,75,0,0,30,0,9,0,0,0,0,0,9,0,0,0,0,5,3,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
pd,03A,3,Panadura,Kalutara,114828,89773,2232,87520,39190,40809,6253,0,0,0,0,477,520,0,0,101,0,33,0,0,0,35,37,11,0,0,0,0,9,10,0,0,0,3,3,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
pd,03B,3,Bandaragama,Kalutara,133887,105433,2734,102663,42069,53314,6180,0,0,0,0,340,455,0,0,130,0,32,0,0,0,61,27,12,0,0,0,0,10,4,0,0,0,0,2,0,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
pd,03C,3,Horana,Kalutara,122511,94960,2760,92144,36325,50024,5037,0,0,0,0,166,290,0,0,72,0,52,0,0,0,51,33,9,0,0,0,0,26,11,0,0,0,12,4,0,0,0,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
pd,03D,3,Bulathsinhala,Kalutara,82123,62853,2340,60483,26254,31612,2052,0,0,0,0,121,219,0,0,55,0,32,0,0,0,35,35,5,0,0,0,0,15,6,0,0,0,2,2,0,0,0,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0
pd,03E,3,Matugama,Kalutara,108996,81905,2978,78900,35267,38114,4087,0,0,0,0,159,953,0,0,78,0,35,0,0,0,35,73,7,0,0,0,0,10,19,0,0,0,8,3,0,0,0,0,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
pd,03F,3,Kalutara,Kalutara,117931,89730,2425,87282,39525,40837,5775,0,0,0,0,217,652,0,0,110,0,33,0,0,0,44,30,7,0,0,0,0,10,2,0,0,0,4,4,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0
pd,03G,3,Beruwala,Kalutara,117033,90122,2782,87316,47987,33142,3670,0,0,0,0,102,2119,0,0,85,0,26,0,0,0,40,52,10,0,0,0,0,8,7,0,0,0,7,20,0,0,0,0,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
pd,03H,3,Agalawatta,Kalutara,100040,76219,2691,73485,31731,38125,2860,0,0,0,0,109,388,0,0,81,0,29,0,0,0,44,31,6,0,0,0,0,6,25,0,0,0,4,2,0,0,0,0,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
pd,03P,3,Postal Votes - Kalutara District,Kalutara,0,28006,424,27576,11886,12824,2561,0,0,0,0,105,131,0,0,38,0,10,0,0,0,4,6,3,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
pd,04A,4,Galagedara,Kandy,54214,39933,1558,38349,19522,17231,1287,0,0,0,0,110,80,0,3,8,0,15,0,0,0,0,14,9,0,0,0,51,1,0,0,3,2,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
pd,04B,4,Harispattuwa,Kandy,157463,117748,5126,112554,63853,42799,4459,0,0,0,0,463,455,0,43,100,0,68,0,0,0,0,50,61,0,0,0,127,6,0,0,19,21,13,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
pd,04C,4,Patha-Dumbara,Kandy,85375,63195,3406,59745,35619,20822,1779,0,0,0,0,196,168,0,944,24,0,48,0,0,0,0,29,12,0,0,0,65,13,0,0,5,1,7,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
pd,04D,4,Uda-Dumbara,Kandy,58637,45082,2368,42689,19674,21919,876,0,0,0,0,61,25,0,9,3,0,44,0,0,0,0,8,0,0,0,0,62,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
pd,04E,4,Teldeniya,Kandy,47685,35807,2195,33593,17501,14454,962,0,0,0,0,35,35,0,480,14,0,34,0,0,0,0,14,4,0,0,0,45,1,0,0,3,3,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
pd,04F,4,Kundasale,Kandy,94870,70865,2695,68132,37355,26637,3250,0,0,0,0,279,197,0,189,24,0,24,0,0,0,0,31,18,0,0,0,41,68,0,0,0,7,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
pd,04G,4,Hewaheta,Kandy,69243,50919,2903,47982,28115,18029,1059,0,0,0,0,98,138,0,415,5,0,38,0,0,0,0,13,4,0,0,0,42,4,0,0,7,4,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
pd,04H,4,Senkadagala,Kandy,81149,59474,1604,57844,32354,21775,3211,0,0,0,0,167,194,0,24,21,0,31,0,0,0,0,12,6,0,0,0,26,10,0,0,1,2,4,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pd,04I,4,Mahanuwara,Kandy,40020,29282,721,28547,18346,8369,1497,0,0,0,0,119,120,0,28,8,0,18,0,0,0,0,11,4,0,0,0,9,8,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pd,04J,4,Yatinuwara,Kandy,80420,59753,2067,57652,29310,24986,2823,0,0,0,0,193,183,0,11,25,0,22,0,0,0,0,21,4,0,0,0,51,4,0,0,4,3,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04K,4,Udunuwara,Kandy,82298,61722,2365,59308,35580,20808,2307,0,0,0,0,148,265,0,7,47,0,39,0,0,0,0,24,17,0,0,0,48,7,0,0,1,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,04L,4,Gampola,Kandy,102219,77505,4204,73257,42657,27025,1583,0,0,0,0,154,189,0,1399,21,0,57,0,0,0,0,54,4,0,0,0,72,11,0,0,3,8,9,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
pd,04M,4,Nawalapitiya,Kandy,95567,72200,5101,67009,37611,25672,2157,0,0,0,0,469,120,0,719,18,0,73,0,0,0,0,58,5,0,0,0,65,5,0,0,7,12,9,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
pd,04P,4,Postal Votes - Kandy District,Kandy,0,46680,752,45923,23264,18626,3419,0,0,0,0,279,136,0,129,31,0,6,0,0,0,0,6,7,0,0,0,2,14,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,05A,5,Dambulla,Matale,131831,96686,6671,89952,40378,45550,3562,0,0,0,0,88,62,0,0,72,0,49,0,0,0,0,0,7,27,0,0,0,14,0,106,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0
pd,05B,5,Laggala,Matale,70323,53504,4292,49166,20867,26748,1324,0,0,0,0,30,38,0,0,12,0,37,0,0,0,0,0,6,32,0,0,0,1,0,50,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0
