type,pd_code,ed_code,pd_name,ed_name,electors,polled,rejected,valid,PA,UNP,JVP,NUA,SU,TULF,JV,PLF,EPDP,PF,NLF,ACTC,TELO,CWC,DPLF,PP,IG2.13,L&DA,TNUoW,IG1.12,TLP,IG2.10,ULF,DUNF,ESMS,SMP,IG4.11,IG2.14,IG7.11,IG6.10,SMB,SMBP,IG1.10,IG3.10,IG5.11,NPP,IG3.14,MUL,SLMK,PFF,IG2.11,MULF,IG5.13,SLPF,IG6.14,PLSF,IG3.01,JSP,IG2.07,RJP,IG3.12,IG1.15,IG4.22,IG4.03,SEP,IG3.13,IG2.01,DUN,IG2.17,IG4.21,IG1.02,IG3.02,IG2.04,IG5.09,IG5.10,IG2.12,IG1.13,IG5.02,IG2.16,IG5.08,IG1.19,IG5.03,IG5.01,IG4.04,IG4.19,IG4.02,IG1.07,IG1.03,IG3.08,IG3.19,IG5.12,IG9.06,IG2.02,IG3.03,IG5.04,IG2.03,IG4.09,IG3.21,IG6.13,IG4.06,IG4.01,IG1.04,IG1.16,IG1.17,IG1.20,IG3.06,IG2.09,IG2.21,IG4.08,SLP,IG2.08,IG3.16,IG3.09,IG1.01,IG1.05,IG1.08,IG4.10,IG2.18,IG2.19,IG3.04,IG6.20,IG3.22,IG4.20,IG1.06,IG7.06,IG3.20,IG1.11,IG1.21,IG8.06,IG1.09,IG5.06,IG1.22,IG4.12,IG1.18,IG6.06,IG2.22,IG4.13,IG2.20,IG5.20,IG4.14,IG1.14,IG5.14,IG2.06,IG3.11,IG6.11
ed,-,10,-,Jaffna,0,0,0,114971,0,10896,0,182,266,32761,0,163,41536,0,0,10618,0,0,4778,276,0,2502,0,0,113,4905,0,0,0,0,0,0,0,2058,0,134,1641,1633,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,11,-,Vanni,0,0,0,66875,6323,10618,0,4280,101,4610,0,412,1317,0,0,717,21423,197,6847,1108,0,0,0,0,38,0,0,73,0,0,3419,0,2325,0,0,141,0,0,1570,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16
ed,-,12,-,Batticaloa,0,0,0,186439,16510,29163,0,53646,135,54448,0,295,3325,0,0,6968,3909,0,9030,1938,0,113,0,5556,177,0,0,84,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,13,-,Digamadulla,0,0,0,266800,136423,101628,0,0,238,0,0,5696,0,0,0,0,0,0,0,527,19812,0,0,0,313,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,63,150,0,0,1079,33,0,0,0,0,0,26,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
ed,-,14,-,Trincomalee,0,0,0,133037,53802,46676,0,0,372,14088,0,3293,4524,0,0,3748,498,0,0,404,0,0,0,0,154,0,0,85,0,0,0,2621,0,0,0,32,0,0,0,0,1434,0,153,17,0,137,0,0,872,0,0,22,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,26,0,0,0
ed,-,15,-,Kurunegala,0,0,0,736028,358794,308106,0,11927,6691,0,0,0,0,40780,3692,0,0,0,0,1817,0,0,0,0,564,0,891,386,267,581,0,0,0,0,0,0,0,0,0,0,0,0,133,94,0,492,0,137,0,0,0,97,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,16,-,Puttalam,0,0,0,286695,138747,118566,0,12317,1915,0,0,11256,0,0,1959,0,0,0,0,865,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,60,114,0,0,0,58,0,0,0,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,17,-,Anuradhapura,0,0,0,350771,169424,144662,0,9369,976,0,0,21274,0,0,2461,0,0,0,0,854,0,0,0,0,150,0,0,194,494,0,0,0,0,0,192,0,0,0,0,142,0,0,0,53,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,18,-,Polonnaruwa,0,0,0,177871,80023,82399,0,1977,615,0,0,11161,0,0,1165,0,0,0,0,159,0,0,0,0,93,0,0,66,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0
ed,-,19,-,Badulla,0,0,0,361016,154172,167351,16414,5052,1777,0,0,0,0,0,2022,0,0,12092,0,597,0,0,0,0,325,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,77,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,178,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,20,-,Moneragala,0,0,0,183931,91404,75900,13159,0,327,0,0,0,0,0,1547,0,0,0,0,431,0,0,0,0,138,0,0,165,355,0,0,0,0,0,0,93,0,0,0,0,0,0,0,38,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,59,0,0,57,0,0,0,0,0,0,0,0,0,0,0,34,33,0,0,0,0,0,0
ed,-,21,-,Ratnapura,0,0,0,482254,244142,204017,22222,0,1703,0,0,0,0,0,0,0,0,0,0,716,0,6158,0,0,579,0,882,395,237,0,0,0,0,0,248,0,0,0,0,0,0,0,0,95,0,0,0,95,0,176,0,50,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,22,-,Kegalle,0,0,0,411412,201114,175627,22028,4797,4549,0,0,0,0,0,0,0,0,0,0,422,0,344,0,0,381,0,0,273,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,464,0,73,0,300,0,61,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,44,0,0,0,40,0,0,0,0,0,0,0,0,0
pd,01A,01,Colombo-North,Colombo,0,0,0,55648,13422,33212,0,3149,1043,0,2031,0,0,0,282,910,0,1099,0,155,0,0,0,0,5,0,47,0,0,23,0,0,0,0,0,0,0,0,0,49,0,60,35,4,0,0,0,0,0,0,24,0,0,3,0,0,0,0,8,0,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01B,01,Colombo-Central,Colombo,0,0,0,103908,20414,57578,0,16420,1683,0,2806,0,0,0,378,747,0,1247,0,1236,0,0,0,0,16,0,80,0,0,46,0,0,0,0,0,0,0,0,0,96,0,797,40,3,0,0,0,0,0,0,75,0,0,16,0,0,0,0,26,0,98,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,49,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01C,01,Borella,Colombo,0,0,0,40130,14025,19588,0,1441,2106,0,1990,0,0,0,163,136,0,210,0,143,0,0,0,0,29,0,22,0,0,37,0,0,0,0,0,0,0,0,0,42,0,54,8,1,0,0,0,0,0,0,14,0,0,11,0,0,0,0,17,0,56,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01D,01,Colombo-East,Colombo,0,0,0,44591,13922,22232,0,534,2939,0,2844,0,0,0,231,927,0,411,0,169,0,0,0,0,35,0,27,0,0,52,0,0,0,0,0,0,0,0,0,97,0,30,29,1,0,0,0,0,0,0,9,0,0,33,0,0,0,0,25,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01E,01,Colombo-West,Colombo,0,0,0,25889,4999,15480,0,925,1418,0,709,0,0,0,253,1371,0,289,0,91,0,0,0,0,88,0,15,0,0,22,0,0,0,0,0,0,0,0,0,105,0,15,36,4,0,0,0,0,0,0,21,0,0,4,0,0,0,0,14,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01F,01,Dehiwala,Colombo,0,0,0,42111,14382,19646,0,977,3200,0,2556,0,0,0,194,622,0,122,0,59,0,0,0,0,36,0,23,0,0,57,0,0,0,0,0,0,0,0,0,82,0,25,23,2,0,0,0,0,0,0,50,0,0,2,0,0,0,0,20,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01G,01,Ratmalana,Colombo,0,0,0,46116,17886,18556,0,548,3356,0,4454,0,0,0,154,210,0,59,0,81,0,0,0,0,57,0,28,0,0,73,0,0,0,0,0,0,0,0,0,91,0,44,13,3,0,0,0,0,0,0,421,0,0,4,0,0,0,0,26,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01H,01,Kolonnawa,Colombo,0,0,0,73865,32394,30522,0,1689,2604,0,5741,0,0,0,204,16,0,205,0,117,0,0,0,0,11,0,35,0,0,72,0,0,0,0,0,0,0,0,0,77,0,54,6,3,0,0,0,0,0,0,12,0,0,7,0,0,0,0,30,0,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01I,01,Kotte,Colombo,0,0,0,51900,20249,22207,0,266,4881,0,3566,0,0,0,155,19,0,41,0,120,0,0,0,0,33,0,28,0,0,87,0,0,0,0,0,0,0,0,0,106,0,16,8,2,0,0,0,0,0,0,17,0,0,6,0,0,0,0,21,0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01J,01,Kaduwela,Colombo,0,0,0,96282,43474,35792,0,108,4701,0,11268,0,0,0,279,11,0,12,0,87,0,0,0,0,40,0,68,0,0,136,0,0,0,0,0,0,0,0,0,127,0,32,6,3,0,0,0,0,0,0,20,0,0,7,0,0,0,0,38,0,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01K,01,Avissawella,Colombo,0,0,0,68130,33986,26671,0,316,1086,0,4434,0,0,0,369,26,0,832,0,72,0,0,0,0,17,0,70,0,0,65,0,0,0,0,0,0,0,0,0,32,0,39,6,9,0,0,0,0,0,0,21,0,0,6,0,0,0,0,9,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01L,01,Homagama,Colombo,0,0,0,88289,41330,33930,0,39,3283,0,8758,0,0,0,350,10,0,11,0,97,0,0,0,0,19,0,95,0,0,101,0,0,0,0,0,0,0,0,0,71,0,50,10,5,0,0,0,0,0,0,28,0,0,6,0,0,0,0,8,0,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01M,01,Maharagama,Colombo,0,0,0,81518,36995,28952,0,93,6302,0,8174,0,0,0,252,9,0,3,0,127,0,0,0,0,40,0,59,0,0,149,0,0,0,0,0,0,0,0,0,148,0,25,5,9,0,0,0,0,0,0,23,0,0,6,0,0,0,0,45,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01N,01,Kesbewa,Colombo,0,0,0,94533,41977,34978,0,33,6211,0,10219,0,0,0,336,3,0,16,0,99,0,0,0,0,40,0,50,0,0,200,0,0,0,0,0,0,0,0,0,123,0,56,10,5,0,0,0,0,0,0,27,0,0,23,0,0,0,0,41,0,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01O,01,Moratuwa,Colombo,0,0,0,84545,36883,35570,0,478,3721,0,6849,0,0,0,231,171,0,10,0,201,0,0,0,0,31,0,31,0,0,57,0,0,0,0,0,0,0,0,0,122,0,22,7,2,0,0,0,0,0,0,40,0,0,9,0,0,0,0,52,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01P,01,Postal Votes - Colombo District,Colombo,0,0,0,16765,7808,5770,0,51,1137,0,1734,0,0,0,46,50,0,21,0,25,0,0,0,0,0,0,6,0,0,51,0,0,0,0,0,0,0,0,0,32,0,2,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02A,02,Wattala,Gampaha,0,0,0,67803,29015,32570,4146,191,1320,0,0,0,0,0,226,0,0,0,0,57,0,0,0,0,13,0,78,27,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,22,19,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,02B,02,Negombo,Gampaha,0,0,0,60482,24826,28983,2557,2596,975,0,0,0,0,0,285,0,0,0,0,30,0,0,0,0,22,0,67,28,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
