type,pd_code,ed_code,pd_name,ed_name,electors,polled,rejected,valid,UPFA,UNP,DNA,ITAK,UPF,TMVP,SMBP,TULF,AITC,DPLF,SLNF,IG4B.19,EDF,EPDP,ONF,UNAF,ELPP,LLF,USP,IG4J.10,PERLF,JSP,UDF,IG2G.02,IG6B.12,IG8B.12,DUA,IG3J.10,IG6J.10,ELMS,PNF,IG5J.10,IG4B.12,IG6G.07,SEP,SLLP,OWORS,IG9G.02,IG5M.08,IG9V.11,IG7J.10,IG5B.19,IG5N.06,IG7G.07,IG2J.10,IG9J.10,NPP,IG1A.17,IG9K.03,MNA,OWO,IG6D.13,IG8K.22,IG8K.15,IG1K.22,TLP,MLF,IG4H.09,IG5K.03,IG5G.07,IG8D.13,RJP,IG7T.14,IG6A.17,IG3K.03,IG8J.10,IG7M.05,IG1B.19,IG4K.03,IG9M.05,IG7A.17,AITUF,J,IG1J.10,IG8G.02,IG9D.13,IG7C.01,CDUA,IG2M.05,IG4M.04,IG9B.12,IG4M.20,IG5G.02,IG5A.17,IG2M.20,IG8C.01,IG7V.11,IG8R.21,IG5M.04,IG1H.09,IG2A.17,IG8M.04,IG2G.07,IG3T.14,IG3G.02,IG2M.04,IG3A.17,IG2R.21,IG6M.05,IG9N.06,IG3H.09,IG5P.16,IG2B.19,IG7K.03,IG7R.21,IG5B.12,IG9R.21,IG4C.01,IG7G.02,IG5M.05,IG9M.04,IG3B.19,IG9C.01,IG4K.15,IG3R.21,IG6G.02,IG4M.08,IG6T.14,IG3M.20,IG4G.02,IG8M.05,IG2C.01,IG1M.05,IG8V.11,IG2V.11,IG3B.12,IG6N.06,IG1M.08,IG7B.12,IG5T.14,IG9P.16,IG6M.04,IG2K.15,IG3K.22,IG3N.06,IG9K.15,IG8K.03,IG4M.05,IG5V.11,IG8P.16,IG1M.20,IG1R.21,IG3C.01,IG6K.03,IG6V.11,IG3M.08,IG2H.09,IG7K.15,IG6P.16,IG7K.22,IG2N.06,IG4P.16,IG4G.07,IG5K.22,IG1C.01,IG4K.22,IG5K.15,IG2K.22,IG6K.22,IG3G.07,IG2M.08,IG7P.16,IG1G.07,IG5D.13,IG2P.16,IG4R.21,IG3M.04,IG6K.15,IG5R.21,IG6C.01,IG2K.03,IG4T.14,IG3K.15,NSU,IG1P.16,IG3D.13,IG3P.16,IG1G.02,IG4N.06,IG7N.06,IG2D.13,IG7P.18,IG5C.01,IG3M.05,IG4V.11,IG9T.14,IG2T.14,IG1T.14,OWOS,IG1N.06,IG7M.04,IG4D.13,IG1K.15,IG4A.17,IG8N.06,IG3V.11,IG1D.13,IG4P.18,IG5P.18,IG1M.04,IG6R.21,IG2P.18,IG8P.18,IG1B.12,IG8T.14,IG3P.18,IG1P.18,IG1V.11,IG6P.18,IG1K.03,IG2B.12,IG7D.13,OORS,JS,IG9P.18
ed,-,10,-,Jaffna,742005,168277,19774,145333,47622,12624,201,65119,0,69,0,2892,6362,0,0,0,858,0,0,0,0,868,280,2151,1821,134,0,0,0,0,764,1161,1038,0,0,437,0,0,101,0,44,0,0,0,261,0,0,0,179,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,11,-,Vanni,304111,117185,10208,104761,37522,12783,301,41673,0,25,58,1073,0,5900,29,0,1394,2867,86,0,0,13,0,0,0,37,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
ed,-,12,-,Batticaloa,339982,195367,14749,177814,62009,22935,324,66235,0,16886,11,4424,0,136,0,0,1066,0,51,134,0,136,0,0,0,40,0,0,1362,1355,0,0,0,31,0,0,430,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0
ed,-,13,-,Digamadulla,8,19,9,255274,132096,90757,2917,26895,0,1490,6,0,0,0,56,0,391,0,23,75,0,12,0,0,0,48,45,0,0,0,0,0,0,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,36,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ed,-,14,-,Trincomalee,253399,149982,10240,139342,59784,39691,2519,33268,0,1712,14,0,1182,0,170,0,0,0,0,76,0,31,150,0,279,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,98,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
ed,-,15,-,Kurunegala,1228044,725566,53130,671757,429316,213713,26440,0,0,0,37,0,0,0,483,0,0,0,393,0,448,24,0,0,0,45,277,0,0,0,0,0,0,26,36,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,101,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,33,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,16,-,Puttalam,503635,280354,21562,258585,167769,81152,8792,0,0,0,14,0,0,0,266,0,0,0,0,68,111,33,0,0,0,7,41,0,0,0,0,0,0,16,14,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,30,0,0,29,0,0,0,0,0,0,0,0,0,25,0,0,23,0,0,0,0,0,0,0,0,19,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,17,-,Anuradhapura,619845,355468,22930,332538,221204,80360,18129,0,0,0,11445,0,0,0,147,0,0,0,0,87,0,48,0,0,0,352,66,0,0,0,0,0,0,46,51,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,156,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,58,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,18,-,Polonnaruwa,295186,186269,14798,171355,118694,45732,6457,0,0,53,6,0,0,0,47,0,0,0,130,55,0,1,0,0,0,26,17,0,0,0,0,0,0,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,10,10,0,0,8,8,0,6,0,0,0,0,0,2
ed,-,19,-,Badulla,598521,373847,24169,349678,203689,112886,15768,0,11481,0,137,0,0,0,0,4646,0,0,0,254,0,0,0,0,0,79,120,0,0,0,0,0,0,70,0,0,0,0,0,24,0,0,0,0,0,244,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,20,-,Moneragala,313931,169640,10149,159414,120634,28892,9018,0,0,0,10,0,0,0,136,0,0,0,275,57,0,11,60,0,0,47,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,21,-,Ratnapura,750416,480395,37022,442896,305327,125076,11053,0,0,0,15,0,0,0,97,0,0,0,352,163,0,75,189,0,0,57,76,0,0,0,0,0,0,36,34,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,47,0,46,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed,-,22,-,Kegalle,637524,388420,25965,362168,242463,104925,13518,0,0,0,44,0,0,0,256,0,0,0,0,102,0,35,173,0,0,32,77,0,0,0,0,0,0,35,48,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,28,0,27,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pd,01A,1,Colombo-North,Colombo,95385,55404,4495,50816,15976,30825,3226,0,0,0,3,138,0,0,102,0,0,0,26,44,93,115,54,0,0,40,8,0,0,0,0,0,0,11,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,9,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
